name,piece,id,nevydražené,poradové_číslo,vyvolávacia_cena,konečná_cena,cena_v predaji,odhadovaná_cena,vysledok
NEZNÁMY FRANCÚZSKY MALIAR,Kostol La Madelaine v Paríži,NEZNÁMY FRANCÚZSKY MALIAR Kostol La Madelaine v Paríži,NA,208,700,700,NA,NA,0
NEZNÁMY FRANCÚZSKY MALIAR,Krajina s rybárskym člnom,NEZNÁMY FRANCÚZSKY MALIAR Krajina s rybárskym člnom,NA,183,1200,1200,NA,NA,0
NEZNÁMY FRANCÚZSKY MALIAR,Na vidieckom dvore,NEZNÁMY FRANCÚZSKY MALIAR Na vidieckom dvore,NA,186,2100,1700,NA,NA,-400
NEZNÁMY FRANCÚZSKY MALIAR,Stretnutie,NEZNÁMY FRANCÚZSKY MALIAR Stretnutie,NA,177,500,NA,NA,NA,NA
NEZNÁMY FRANCÚZSKY MALIAR,Venušina toaleta,NEZNÁMY FRANCÚZSKY MALIAR Venušina toaleta,NA,181,5800,NA,NA,NA,NA
NEZNÁMY FRANCÚZSKY MALIAR,Žena s dieťaťom (Na lesnej ceste),NEZNÁMY FRANCÚZSKY MALIAR Žena s dieťaťom (Na lesnej ceste),NA,147,2500,2600,NA,NA,100
NEZNÁMY FRANCÚZSKY SOCHÁR (XIX. - XX.),Svätý Krištof,NEZNÁMY FRANCÚZSKY SOCHÁR (XIX. - XX.) Svätý Krištof,NA,169,550,NA,NA,NA,NA
NEZNÁMY HOLANDSKÝ MALIAR,Dvaja jazdci I.,NEZNÁMY HOLANDSKÝ MALIAR Dvaja jazdci I.,NA,160,1250,NA,NA,NA,NA
NEZNÁMY HOLANDSKÝ MALIAR,Dvaja jazdci II.,NEZNÁMY HOLANDSKÝ MALIAR Dvaja jazdci II.,NA,161,1250,NA,NA,NA,NA
NEZNÁMY HOLANDSKÝ MALIAR,Trh na predmestí,NEZNÁMY HOLANDSKÝ MALIAR Trh na predmestí,NA,188,6e3,4800,NA,NA,-1200
NEZNÁMY KOPISTA,Madonna della Sedia (kópia podľa Raffaela),NEZNÁMY KOPISTA Madonna della Sedia (kópia podľa Raffaela),NA,170,900,900,NA,NA,0
NEZNÁMY MAĎARSKÝ MALIAR,Kúpele Hévíz,NEZNÁMY MAĎARSKÝ MALIAR Kúpele Hévíz,NA,178,250,NA,NA,NA,NA
NEZNÁMY MAĎARSKÝ MALIAR,Pohľad na Budapešť,NEZNÁMY MAĎARSKÝ MALIAR Pohľad na Budapešť,NA,170,1e3,NA,NA,NA,NA
NEZNÁMY MAĎARSKÝ MALIAR,Portrét dámy v divadelnom kostýme,NEZNÁMY MAĎARSKÝ MALIAR Portrét dámy v divadelnom kostýme,NA,160,NA,30,NA,NA,NA
NEZNÁMY MAĎARSKÝ MALIAR,Pri ohníku na puste,NEZNÁMY MAĎARSKÝ MALIAR Pri ohníku na puste,NA,137,350,NA,NA,NA,NA
NEZNÁMY MAĎARSKÝ MALIAR,Priadka s dieťaťom,NEZNÁMY MAĎARSKÝ MALIAR Priadka s dieťaťom,NA,142,250,250,NA,NA,0
NEZNÁMY MAĎARSKÝ MALIAR,Sediaci mladík,NEZNÁMY MAĎARSKÝ MALIAR Sediaci mladík,NA,125,1500,NA,NA,NA,NA
NEZNÁMY MAĎARSKÝ MALIAR,Tirolská krajina s hradom,NEZNÁMY MAĎARSKÝ MALIAR Tirolská krajina s hradom,NA,138,650,650,NA,NA,0
NEZNÁMY MAĎARSKÝ MALIAR,V tábore,NEZNÁMY MAĎARSKÝ MALIAR V tábore,NA,169,1200,NA,NA,NA,NA
NEZNÁMY MALIAR,Mytologická scéna,NEZNÁMY MALIAR Mytologická scéna,NA,191,1400,NA,NA,NA,NA
NEZNÁMY MALIAR,Portrét muža s bokombradami,NEZNÁMY MALIAR Portrét muža s bokombradami,NA,227,1500,NA,NA,NA,NA
NEZNÁMY MALIAR,Portrét ženy v čepci,NEZNÁMY MALIAR Portrét ženy v čepci,NA,228,1400,NA,NA,NA,NA
NEZNÁMY NEMECKÝ MALIAR ,Kúpanie,NEZNÁMY NEMECKÝ MALIAR  Kúpanie,NA,109A,NA,NA,2 900 €,NA,NA
NEZNÁMY NEMECKÝ MALIAR,Horská usadlosť pod Alpami,NEZNÁMY NEMECKÝ MALIAR Horská usadlosť pod Alpami,NA,181,800,NA,NA,NA,NA
NEZNÁMY NEMECKÝ MALIAR,V galantnej nálade,NEZNÁMY NEMECKÝ MALIAR V galantnej nálade,NA,176,2500,NA,NA,NA,NA
NEZNÁMY NEMECKÝ MALIAR,Veteráni,NEZNÁMY NEMECKÝ MALIAR Veteráni,NA,219,250,NA,NA,NA,NA
NEZNÁMY NEMECKÝ MALIAR,Vyslúžilec,NEZNÁMY NEMECKÝ MALIAR Vyslúžilec,NA,218,250,NA,NA,NA,NA
NEZNÁMY NEMECKÝ SOCHÁR,Svätá Barbora,NEZNÁMY NEMECKÝ SOCHÁR Svätá Barbora,NA,35,NA,15e3,NA,15 000 – 20 000 €,NA
NEZNÁMY RAKÚSKY MALIAR,Portrét dámy v ružovom,NEZNÁMY RAKÚSKY MALIAR Portrét dámy v ružovom,NA,225,500,NA,NA,NA,NA
NEZNÁMY RAKÚSKY MALIAR,Portrét ženy v zelenom,NEZNÁMY RAKÚSKY MALIAR Portrét ženy v zelenom,NA,226,500,NA,NA,NA,NA
NEZNÁMY RUSKÝ MALIAR,Holandské zátišie,NEZNÁMY RUSKÝ MALIAR Holandské zátišie,NA,158,600,NA,NA,NA,NA
NEZNÁMY SLOVENSKÝ MALIAR (XX.),Horský potok,NEZNÁMY SLOVENSKÝ MALIAR (XX.) Horský potok,NA,12,50,200,NA,NA,150
NEZNÁMY SLOVENSKÝ MALIAR,Pastier s ovcami,NEZNÁMY SLOVENSKÝ MALIAR Pastier s ovcami,NA,4,300,NA,NA,NA,NA
NEZNÁMY SPIŠSKÝ SOCHÁR,Svätá Barbora,NEZNÁMY SPIŠSKÝ SOCHÁR Svätá Barbora,NA,20,NA,18500,NA,"11 000,00 - 12 000,00 €",NA
Neznámy stredoeurópsky autor (XVIII.),Domáci oltárik (sv. Ján Nepomucký),Neznámy stredoeurópsky autor (XVIII.) Domáci oltárik (sv. Ján Nepomucký),NA,154,NA,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY GRafik,Motýle v Európe (História prírody) II.,NEZNÁMY STREDOEURÓPSKY GRafik Motýle v Európe (História prírody) II.,NA,223,200,200,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Cestou na trh,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Cestou na trh,NA,170,950,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Dedinka pod Alpami,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Dedinka pod Alpami,NA,158,800,1100,NA,NA,300
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Horská bystrina,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Horská bystrina,NA,161,700,550,NA,NA,-150
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Horská krajina s rozvodnenou riekou,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Horská krajina s rozvodnenou riekou,NA,160,700,700,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Horský potok,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Horský potok,NA,159,800,650,NA,NA,-150
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Krajina s viaduktom a figurálnou štafážou,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Krajina s viaduktom a figurálnou štafážou,NA,166,1800,1400,NA,NA,-400
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Kytica v modrej váze,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Kytica v modrej váze,NA,188,1200,950,NA,NA,-250
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Lesná tíšina,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Lesná tíšina,NA,162,200,230,NA,NA,30
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Ležiaci chlapec,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Ležiaci chlapec,NA,145,1600,1350,NA,NA,-250
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Na okraji dediny,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Na okraji dediny,NA,172,800,800,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Poľovnícky motív,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Poľovnícky motív,NA,161,3500,3500,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Prechádzka letným lesom,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Prechádzka letným lesom,NA,171,700,700,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.),Tetrovy na rúbanisku,NEZNÁMY STREDOEURÓPSKY MALIAR (XIX. - XX.) Tetrovy na rúbanisku,NA,162,200,230,NA,NA,30
NEZNÁMY STREDOEURÓPSKY MALIAR (XX.),Kytica ruží vo váze,NEZNÁMY STREDOEURÓPSKY MALIAR (XX.) Kytica ruží vo váze,NA,187,300,300,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Alpská krajina s dobytkom,NEZNÁMY STREDOEURÓPSKY MALIAR Alpská krajina s dobytkom,NA,195,1800,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Bociany na horskom jazere,NEZNÁMY STREDOEURÓPSKY MALIAR Bociany na horskom jazere,NA,176,400,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Cestička v lese,NEZNÁMY STREDOEURÓPSKY MALIAR Cestička v lese,NA,185,700,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Chalupa pri horskom jazere,NEZNÁMY STREDOEURÓPSKY MALIAR Chalupa pri horskom jazere,NA,169,700,700,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma s perlovým náhrdelníkom,NEZNÁMY STREDOEURÓPSKY MALIAR Dáma s perlovým náhrdelníkom,NA,198,1e3,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma v klobúku,NEZNÁMY STREDOEURÓPSKY MALIAR Dáma v klobúku,NA,107,NA,NA,800 €,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Detský portrét,NEZNÁMY STREDOEURÓPSKY MALIAR Detský portrét,NA,222,3200,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Dvaja mnísi,NEZNÁMY STREDOEURÓPSKY MALIAR Dvaja mnísi,NA,162,500,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Dvaja putti s ovečkou,NEZNÁMY STREDOEURÓPSKY MALIAR Dvaja putti s ovečkou,NA,181,500,500,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Dve dievčatká (Rozbité vajíčko),NEZNÁMY STREDOEURÓPSKY MALIAR Dve dievčatká (Rozbité vajíčko),NA,174,1200,1200,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Gitarista,NEZNÁMY STREDOEURÓPSKY MALIAR Gitarista,NA,183,500,400,NA,NA,-100
NEZNÁMY STREDOEURÓPSKY MALIAR,Hefaistov príchod na Olymp,NEZNÁMY STREDOEURÓPSKY MALIAR Hefaistov príchod na Olymp,NA,197,8e3,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Hlava madony,NEZNÁMY STREDOEURÓPSKY MALIAR Hlava madony,NA,173,800,NA,NA,NA,NA
NEZNÁMY STREDOEURÓPSKY MALIAR,Honosné zátišie,NEZNÁMY STREDOEURÓPSKY MALIAR Honosné zátišie,NA,159,500,500,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Horská bystrina,NEZNÁMY STREDOEURÓPSKY MALIAR Horská bystrina,NA,197,300,300,NA,NA,0
NEZNÁMY STREDOEURÓPSKY MALIAR,Horské jazero,NEZNÁMY STREDOEURÓPSKY MALIAR Horské jazero,NA,186,270,400,NA,NA,130
NEZNÁMY STREDOEURÓPSKY MALIAR,Horský mlyn,NEZNÁMY STREDOEURÓPSKY MALIAR Horský mlyn,NA,216,800,800,NA,NA,0
